syrup 7 ['SAOERP', 'SEU/RUP', 'SEUR/RUP', 'SEUR/UP']
sutures 7 ['SAOU/TAOURS', 'SAOU/KHURS', 'SAOURTS', 'SOU/TAOURS']
antacid 7 ['SA*EUPBT/SA*EUD', 'A*EUPBT/SA*EUD', 'A*PBT/SA*EUD', 'APB/TAS/EUD']
agency 7 ['SAEUGT/SEU', 'SAEUGT/AEU', 'SEUGT/SAEU', 'AEUPBLG/SEU']
subjective 7 ['SAUF', 'SUPBLG/T*EUF', 'SUPBLGT/T*EUF', 'SUB/SKWREBG/T*EUF']
subsidize 7 ['SAUB/SEU/TKAOEUZ', 'SAUBS/TKAOEUS', 'SAUBS/TKAOEUZ', 'SAUBS/TAOEUZ']
substantiate 7 ['SAUBS/TAPBS/KWRAEUT', 'SAUBS/KWRAEUT', 'SUB/STAPB/SHAEUT', 'SUB/STAPBS/KWRAEUT']
sergeant 7 ['SAR/SKWREPBT', 'SARPBLG/EPBT', 'SARGT', 'SER/SKWREPBT']
sacrilege 7 ['SARBG/HREUPBLG', 'SABG/HREUPBLG', 'SABG/HREPBLG', 'SABG/RE/HREUPBLG']
sociologist 7 ['SO*EUFT', 'SOERB/KWRO*LGS', 'SOERB/KWROL/SKWR*EUS', 'SOERB/O*LGS']
southerly 7 ['SO*UT/HREU', 'SO*UT/ER/HREU', 'SO*RL', 'SOU/THER/HREU']
associated 7 ['SOERPBTD', 'SOERBTD', 'SOERBD', 'SOET/KWRAEUT/-D']
sinister 7 ['S*EUPBS/ER', 'SEU/TPH*EUS/ER', 'SEU/TPHEUS/TER', 'SEUPB/STER']
servant 7 ['S*EFRB/SRAPBT', 'SEFRB/SRAPBT', 'SEFRB/APBT', 'SEFB/APBT']
serviceable 7 ['S*EFRB/SREUS/-BL', 'S*EFRB/EUS/-BL', 'SEFRB/SREUS/-BL', 'SEFRB/EUS/-BL']
acceptable 7 ['S*EFBL', 'S*EBL', 'SEP/ABL', 'SEP/-BL']
segregate 7 ['SE/TKPWRE/TKPWAEUT', 'SERG/TKPWAEUT', 'SERGT', 'SEG/TKPWRE/TKPWAEUT']
circuitry 7 ['SEUR/KEUT/TREU', 'SEUR/KEUT/REU', 'SEUR/KUT/REU', 'SEURBG/TREU']
accessibility 7 ['SEUBLT', 'SEBLT', 'KPES/-BLT', 'ABG/SES/SEUBLT']
miscellaneous 7 ['SEUS/HRAEUPB/KWRUS', 'PH*EUFBG', 'PHEUFBG', 'PHEUS/HRAEUPB/KWROUS']
certification 7 ['SER/TPA*EUBGS', 'SER/TEUF/KAEUGS', 'SERBGS', 'SERT/TPA*EUBGS']
serotonin 7 ['SER/TO*EPB', 'SER/TO*EPB/*EUPB', 'SER/TOEUPB/*EUPB', 'SER/TOEPB/*EUPB']
septuagenarian 7 ['SEP/TAOU/SKWRE/TPHAEUR/KWRAPB', 'SEP/TAOU/SKWRE/TPHAEURPB', 'SEPT/SKWRE/TPHAEUR/KWRAPB', 'SEPT/SKWRE/TPHAEURPB']
census 7 ['SEPB/SUS', 'SEPBS/SKWRUS', 'SEPBS/US', 'KREPB/SUS']
centimeters 7 ['SEPB/TEU/PHAOET/ERS', 'SEPBT/PHAOERT/-S', 'SEPBT/PHAOET/ERS', 'KR*PLS']
sentimentality 7 ['SEPB/TEUPLT/TAL/TEU', 'SEPBT/PHEPB/TAL/TEU', 'SEPBT/PHEPBT/TAL/TEU', 'SEPBT/PHEPBT/AL/TEU']
accessible 7 ['SEBL', 'KPES/-BL', 'ABG/SES/SEUBL', 'ABG/SES/EUBL']
secretarial 7 ['SEBG/TAEUR/RAL', 'SEBG/TAEURL', 'SEBG/RE/TAEURL', 'SEBGT/TAEURL']
technological 7 ['SEBG/HR-LG', 'TPEBG/HR-LG', 'TEPBLG/HR-LG', 'TEBG/TPHO/HROPBLG/KAL']
subtle 7 ['SUBLT', 'SUBLT/*L', 'SUBLTD', 'SUBT/*L']
obligation 7 ['TKPWHRA*EUGS', 'TKPWHRAEURBGS', 'TKPWHRAUGS', 'OB/TKPWAEUGS']
malignant 7 ['TKPWHRA*PBT', 'TKPWHRAEPBT', 'TKPWHRAPBT', 'PHA/HREUL/TPHAPBT']
galaxy 7 ['TKPWHRAEUBGS', 'TKPWHRABGS/SEU', 'TKPWHRABGS/KWREU', 'TKPWHROEUBGS']
glaucoma 7 ['TKPWHRAU/KO/PHA', 'TKPWHRAU/KOE/PHA', 'TKPWHRAU/KOPL/PHA', 'TKPWHRAUBG']
galactose 7 ['TKPWHRABLGT/OES', 'TKPWHRABG/TOES', 'TKPWHRABGT/OES', 'TKPWA/HRABG/TOES']
glory 7 ['TKPWHROEUR', 'TKPWHROER', 'TKPWHROER/KWREU', 'TKPWHROER/REU']
gorilla 7 ['TKPWHREUL/HRA', 'TKPWREUL/KWRA', 'TKPWREUL/HRA', 'TKPWO/REUL/HRA']
gastrointestinal 7 ['TKPWROPBL', 'TKPWREFL', 'TKPWREPBL', 'TKPWAFRT/STEUPBL']
regimen 7 ['TKPWREPL', 'R*EPBLG/PH*EPB', 'REPBLG/PHA*PB', 'REPBLG/PH*EPB']
gathering 7 ['TKPWA/THER/-G', 'TKPWA*T/ER/-G', 'TKPWA*T/ERG', 'TKPWAER/-G']
gardening 7 ['TKPWAR/TKEPB/-G', 'TKPWARD/TPH*EUPBG', 'TKPWARD/TPHEUPBG', 'TKPWARD/*EPB/-G']
bargain 7 ['TKPWARG/AEUPB', 'PWAR/TKPWAEUPB', 'PWAR/TKPWAPB', 'PWAR/TKPWEUPB']
demonstrator 7 ['TKPHOPB/STRAEU/TOR', 'TKPHOPB/STRAEUT/TOR', 'TKE/PHOPB/STRAEU/TOR', 'TKEPL/STRAEU/TOR']
democracy 7 ['TKPHOBG/SEU', 'TKPHOBG/RA/SEU', 'TKE/PHOBG/SEU', 'TKE/PHOBG/RA/SEU']
demographer 7 ['TKPHOG/TPER', 'TKPHOG/RAF/ER', 'TKE/PHOG/TPER', 'TKE/PHOG/RA/TPER']
admiral 7 ['TKPHEURL', 'AD/PHEU/RAL', 'AD/PHEUR/KWRA*L', 'AD/PHEUR/RAL']
diminution 7 ['TKPHEUPB/WAEUGS', 'TKPHEUPB/AOUGS', 'TKEU/PHEU/TPHAOUGS', 'TKEUPL/TPHAOUGS']
random 7 ['TKPRO*PL', 'TKRO*PL', 'TKROPL', 'RAPB/TKOPL']
deprivation 7 ['TKPREUF/AEUGS', 'TKE/PREU/SRAEUGS', 'TKE/PREUFGS', 'TKERP/SRAEUGS']
depository 7 ['TKPOS/TREU', 'TKPOS/TOEUR', 'TKPOZ/TOEUR', 'TKO*FT/AER']
decrease 7 ['TKPE/KRAOES', 'TKE/KWRAOES', 'TKE/KRAOES', 'TKE/KRAOS']
female 7 ['TKPE/PHAEUL', 'TPAOE/PHAEUL', 'TPAOE/PHAEL', 'TPAE/PHAOEL']
depends 7 ['TKPEPBDZ', 'TKAOE/PEPBDZ', 'TKE/PEPBDZ', 'TKE/PEBD/-S']
diversity 7 ['TKWOEUFRT', 'TKWOEURTS', 'TKWEFRT', 'TKWEFRT/TEU']
delirium 7 ['TKHRAOER/KWRUPL', 'TKHRAOERPL', 'TKHREUR/KWRUPL', 'TKE/KHRAOER/KWRUPL']
delivery 7 ['TKHROEUFR', 'TKHR*EUF/REU', 'TKHR*EUFR/REU', 'TKHREUF/KWREU']
alcoholic 7 ['TKHOL/EUBG', 'KHROEUBG', 'KHROL/EUBG', 'KHO*LG']
chemist 7 ['TKHEUFT', 'KH*EUFT', 'KHEUFT', 'KHEPL/*EUS']
adrenal 7 ['TKRAOEPBL', 'A/TKRAOEPB/A*L', 'A/TKRAOEPB/AL', 'A/TKRAOEPBL']
readiness 7 ['TKRAEPBS', 'RAED/KWREUPBS', 'RAED/-PBS', 'RED/TKEU/*PBS']
hydrogen 7 ['TKROEUPB', 'HAOEU/TKRO/SKWREPB', 'HAOEURT/SKWREPB', 'HAOEURD/SKWREP']
derogatory 7 ['TKROG/TREU', 'TKROG/TOEUR', 'TKROG/TOER', 'TKAOE/ROG/TREU']
distributed 7 ['TKR-RPBT/-D', 'TKR-RBTD', 'TKR-PT/-D', 'TKR-BT/-D/-D']
dietary 7 ['TKAO*EUT/REU', 'TKAOEU/TREU', 'TKAOEU/TAEUR', 'TKAOEU/TAER']
diabetic 7 ['TKAO*EBG', 'TKAOEU/PWAOET/EUBG', 'TKAOEU/PWET/EUBG', 'TKAOEUBT']
decedent 7 ['TKAOE/SAOED/EPBT', 'TKE/SAOE/TKEPBT', 'TKE/SAOEPBT', 'TKE/SAOET/EPBT']
diesel 7 ['TKAOE/S*EL', 'TKAOE/SEL', 'TKAOEFL', 'TKAOES/*L']
degradation 7 ['TKAOE/TKPWRAD/WAEUGS', 'TKE/TKPWRA/TKAEUGS', 'TKE/TKPWRAD/AEUGS', 'TKERG/TKAEUGS']
definitive 7 ['TKAOE/TPEUPB/TEUF', 'TK*E/TPEUPB/TEUF', 'TKE/TPEUPB/T*EUF', 'TKE/TPEUPB/TEUF']
detect 7 ['TKAOE/TEBGT', 'TK*EBGT', 'TKE/TEBGT', 'TKE/TEBT']
declarant 7 ['TKAOE/KHRAEURPBT', 'TKE/KHRAEU/RAPBT', 'TKE/KHRAEUR/RAPBT', 'TKE/KHRAEUR/APBT']
dissect 7 ['TKAOEU/SEBLGT', 'TKAOEU/SEBGT', 'TKAOEUS/SEBGT', 'TK*EU/SEBGT']
dissection 7 ['TKAOEU/SEBGS', 'TKAOEUS/SEBGS', 'TK*EU/SEBGS', 'TKEU/S*EBGS']
dioxide 7 ['TKAOEU/OBG/SAOEUD', 'TKAOEU/OBGS/SAOEUD', 'TKAOEU/OBGS/AOEUD', 'TKAOEUBGS/AOEUD']
disciple 7 ['TKAOEUS/AOEUPL', 'TKEU/SAOEUP/*L', 'TKEU/SAOEUP/-L', 'TKEUS/SAOEU/P-L']
durability 7 ['TKAOUR/ABLT', 'TKAOUR/-BLT', 'TKAOURBL/-BLT', 'TKAOURBLT']
documents 7 ['TKAOUPLGTS', 'TKAOUPLTS', 'TKAOUPLTSZ', 'TKAOUPLS']
danger 7 ['TKA*EURPBG', 'TKAEUPB/SKWRER', 'TKAEUPBLG', 'TKAEUPBG/*E']
decade 7 ['TKAEUD', 'TKE/KAEUD', 'TKEBG/KAEUD', 'TKEBG/A*EUD']
disorder 7 ['TKOERBD', 'TKOERD', 'TKORD', 'TKEUS/OERD']
foundation 7 ['TKOUPBD/AEUGS', 'TPAUPB/TKAEUGS', 'TPOUPB/TKAEUGS', 'TPOUPB/TAEUGS']
dozen 7 ['TKOFPB', 'TKOZ', 'TKOZ/S*EPB', 'TKOZ/*EPB']
colon 7 ['TKOL/O*PB', 'KHROPB', 'KO/HROPB', 'KOE/HROPB']
dystrophy 7 ['TK*EUS/TPEU', 'TK*EUS/RO/TPEU', 'TK*EUS/ROE/TPEU', 'TKEUS/TRO/TPEU']
devotee 7 ['TK*EF/TAOE', 'TK*EF/TAEU', 'TKE/SROE/TAOE', 'TKE/SROET/TAOE']
declaration 7 ['TKE/KHRA/RAEUGS', 'TKE/KHRAR/AEUGS', 'TKERBG/HRAEUGS', 'TKEBG/HRA/RAEUGS']
definition 7 ['TKEUF/TPHEUGS', 'TKEUFPBGS', 'TKEUFGS', 'TKEF/TPHEUGS']
differently 7 ['TKEUFRPBL', 'TKEUFRPBL/HREU', 'TKEUFRPBLT', 'TKEUFRL']
digitalis 7 ['TKEUPBLG/TA/HREUS', 'TKEUPBLG/TAEU/HREUS', 'TKEUPBLG/TAL/HREUS', 'TKEUPBLG/TAL/EUS']
disciplinarian 7 ['TKEUS/SEU/PHREU/TPHAEUR/KWRAPB', 'TKEUS/SEU/PHREU/TPHAEURPB', 'TKEUS/PHREU/TPHAEUR/KWRAPB', 'TKEUS/PHREU/TPHAEURPB']
disparity 7 ['TKEUS/PAEUFRT', 'TKEUS/PAEUR/TEU', 'TKEUS/PAEURLT', 'TKEUS/PAEURT']
fiduciary 7 ['TKEUD/AOURB/KWRAER', 'TPEU/TKAOURB/KWRAEUR', 'TPEU/TKAOURB/KWRAER', 'TPEU/TKAOURB/REU']
tubular 7 ['TPWHRAR', 'TAOU/PWAOU/HRAR', 'TAOU/PWU/HRAR', 'TAOUB/KWRAOU/HRAR']
phlebitis 7 ['TPHRAOE/PWAOEU/TEUS', 'TPHRAOE/PWAOEUTS', 'TPHRE/PWAOEU/TEUS', 'TPHRE/PWAOEUTS']
hemophiliac 7 ['TPHRAOEBG/KWRABG', 'TPHRAOEL/KWRABG', 'TPHROEUBG', 'HAOE/PHO/TPAOEL/KWRABG']
flexibility 7 ['TPHRAOEBGS/EUBLT', 'TPHREUBLT', 'TPHREBG/SEUBLT', 'TPHREBGS/SEUBLT']
flora 7 ['TPHRAOR/SKWRA', 'TPHROEUR', 'TPHROER', 'TPHROER/RA']
flatten 7 ['TPHRA*PB', 'TPHRAEPB', 'TPHRAFPB', 'TPHRAT/TEPB']
philanthropist 7 ['TPHRA*PBT/PEUFT', 'TPHRAPB/THRO/P*EUS', 'TPHRAPB/THROP/*EUS', 'TPEU/HRAPB/THRO/P*EUS']
formulation 7 ['TPHRAEURGS', 'TPHORPL/HRAEUGS', 'TPOR/PHAOU/HRAEUGS', 'TPORPL/KWRAOU/HRAEUGS']
flattening 7 ['TPHRAT/TPHEUPBG', 'TPHRAT/TPHEUPG', 'TPHRAT/*EPB/-G', 'TPHRAT/EPBG']
thoroughfare 7 ['TPHRO/TPA*ER', 'THRO/TPA*ER', 'THRO/TPAEUR', 'THOR/TPAEUR']
formula 7 ['TPHRORPL', 'TPAURPL/HRA', 'TPOR/PHAOU/HRA', 'TPORPL/KWRAOU/HRA']
inhibitor 7 ['TPHREURBT', 'TPHREUBT/O*R', 'TPHOERBT', 'HOEURBT']
conflict 7 ['TPHREUPBGT', 'TPHREUBGT', 'KAUPB/TPHREUBGT', 'KAUPB/TPHRUBGT']
neither 7 ['TPHAO*EUT/ER', 'TPHAO*ERT', 'TPHAO*ET/ER', 'TPHAOE/THER']
antibody 7 ['TPHAOEBD', 'TPHO*EBD', 'TPHOEBGDZ', 'A*EUPBLT/PWO*ED']
nurture 7 ['TPHAOUFP', 'TPHAOUR/TAOUR', 'TPHAOURT', 'TPHAOURT/AOUR']
newspaper 7 ['TPHAOUP', 'TPHAOUS/PAEUP/ER', 'TPHAOUZ/PAEUP/ER', 'TPHU/-S/PAEUP/ER']
union 7 ['TPHAOUPB', 'KWRAOUPB/KWROPB', 'KWRAOUPB/KWRUPB', 'AOUPB/KWROP']
antagonist 7 ['TPHA*FT', 'TPH*EUFT', 'TAG/TPHEUFT', 'ARPB/TAG/TPHEUFT']
narrative 7 ['TPHAEUR/TPEUF', 'TPHAEUR/T*EUF', 'TPHAEUR/TEUF', 'TPHAEUR/RA/T*EUF']
pharmacological 7 ['TPHARPL/KO/HR-LG', 'TPARPL/TKO/HR-LG', 'TPARPL/KAO/HR-LG', 'TPARPL/KO/HR-LG']
market 7 ['TPHARBGT', 'KPHARBGT', 'PHAR/KET', 'PHARPBGT']
nostalgia 7 ['TPHO/STALG/KWRA', 'TPHO*S/AL/SKWRA', 'TPHO*S/ALG/KWRA', 'TPHOE/STALG/KWRA']
notice 7 ['TPHOE/TEUS', 'TPHOEUTS', 'TPHOET/TEUS', 'TPHOET/EUS']
obnoxious 7 ['TPHOERBS', 'OB/TPHORBS', 'OB/TPHOBG/SHUS', 'OB/TPHOBG/-RBS']
incorporate 7 ['TPHORPT', 'EUPB/KR-P/RAEUT', 'EUPB/KOFRP/RAEUT', 'EUPB/KOFRPT']
anonymous 7 ['TPHOPLS', 'A/TPHOPB/PHOUS', 'A/TPHOPB/PHUS', 'APB/TPHOPB/PHOUS']
not 7 ['TPHOPT', 'TPHOLT', 'TPHOT', 'TPHOTS']
initiation 7 ['TPH*EURB/KWRAEUGS', 'TPHEURB/SHAEUGS', 'TPHEURB/KWRAEUGS', 'TPHEURBGS']
analyses 7 ['TPHEUL/SES', 'A/TPHAL/SAOES', 'AEPBLS/-S', 'APB/TPHAL/SAOEZ']
negligible 7 ['TPHEPBLG/EUBL', 'TPHEPBLG/-BL', 'TPHELG/SKWREUBL', 'TPHELG/-BL']
under 7 ['TPH-P', 'TPH-PB', '*UFPBD', '*UPBD']
fragile 7 ['TPRA/SKWRAOEUL', 'TPRA/SKWREUL', 'TPRAPBLG', 'TPRAPBLG/AOEUL']
freedom 7 ['TPRAOE/TKO*PL', 'TPRAOE/TKOPL', 'TPRAOEPLD', 'TPRAOED/TKOPBL']
fractures 7 ['TPRAOUFPS', 'TPRA*FPS', 'TPRAEFPS', 'TPRAFPS']
framework 7 ['TPRAORBG', 'TPRAEUPL/WO*BG', 'TPRAEUPL/WORPBGT', 'TPRAEUPL/WORBG']
temporarily 7 ['TPRAEURL', 'TPRAERL', 'TRAERL', 'T*EPL/RAEURL']
refractory 7 ['TPRAEF/REU', 'TPRAERBGT', 'TPRABGT/REU', 'RE/TPRABLGT/REU']
photographer 7 ['TPRAFR', 'TPO/TOG/TPER', 'TPO/TOG/RA/TPER', 'TPO/TOG/RAF/ER']
professor 7 ['TPROE/TPES', 'PRO/TPES/SOR', 'PROE/TPOES/O*R', 'PROEFR']
frustration 7 ['TPROUT/TRAEUGS', 'TPR*US/TRAEUGS', 'TPR*US/RAEUGS', 'TPRUFGS']
facile 7 ['TPA/SAOEUL', 'TPA/SEUL', 'TPAS/SAOEUL', 'TPAS/SEUL']
facilitate 7 ['TPA/SAEUL/TAEUT', 'TPA/SEUL/TAEUT', 'TPA/SEULT/TAEUT', 'TPA/SUL/TAEUT']
fetal 7 ['TPAO*ELT', 'TPAO*ET/A*L', 'TPAOE/TAL', 'TPAOET/TAL']
fiancee 7 ['TPAOE/KWRAPB/SA*EU', 'TPAOE/KWRAPB/SAEU', 'TPAOE/APB/SA*EU', 'TPAOEPB/SA*EU']
fiesta 7 ['TPAOE/KWRE/STA', 'TPAOE/KWREFT/TA', 'TPAOE/KWRES/TA', 'TPAOE/ES/TA']
furniture 7 ['TPAOURPB/TAOUR', 'TPUR/TPHEU/KHUR', 'TPURPB/TAOUR', 'TPURPB/TUR']
fallen 7 ['TPA*UPBL', 'TPAUPBL', 'TPAUL/HREPB', 'TPAUL/*EPB']
macrophage 7 ['TPAERBG/TPAEUPBLG', 'PHA*RBG/TPAEUPBLG', 'PHAERPBLG/TPAEUPBLG', 'PHAERBG/TPAEUPBL']
photovoltaic 7 ['TPO/TO/SROL/TAEUBG', 'TPOE/TOE/SROELT/AEUBG', 'TPOE/TOE/SROL/TAEUBG', 'TPOET/SROEL/TAEU/EUBG']
focal 7 ['TPO*EBG/A*L', 'TPO*ELG', 'TPOE/KAL', 'TPOEBG/KAL']
focus 7 ['TPOE/KUS', 'TPOEUBG', 'TPOEUBGS', 'TPOEBG/SKWRUS']
fungi 7 ['TPOEUPBG', 'TP*UPB/TKPWAOEU', 'TPUPB/SKWRAOEU', 'TPUPB/TKPWAO*EU']
further 7 ['TP*URLT', 'TP*URT', 'TP*URT/*ER', 'TP*URT/ER']
effective 7 ['TPEF', 'TPEBGT/TEUF', 'AOE/TPEBG/T*EUF', 'EF/TPEBG/T*EUF']
them 7 ['TWHEPL', 'THOEPL', 'THEUPL', 'THEFPL']
triglyceride 7 ['THRAO*EUD', 'THRAOEUG', 'THRAOEUD', 'TRAOEU/TKPWHREUS/RAOEUD']
orthodontics 7 ['THRO*PBLGS', 'THRO*PBGS', 'THROPBGS', 'O*R/THO/TKOPBT/EUBGS']
thermometer 7 ['THROPLT', 'THER/PHOPL/TER', 'THER/PHOPLT', 'THERPL/TER']
arthritic 7 ['THREUBG', 'R*EUBGT', 'A*FRT/REUT/EUBG', 'A*RT/RAOEUT/EUBG']
these 7 ['THAO*ES', 'THAOEGS', 'THAOETS', 'THAOES']
theory 7 ['THAOE/REU', 'THAOEUR', 'THAOER/KWREU', 'THAOER/REU']
authenticate 7 ['THAEUBGT', 'THAUBGT', 'THEPBT/KAEUT', 'A*UT/KAEUT']
atheist 7 ['THOEUFT', 'THEUFT', 'A/THE/EUFT', 'A*EUT/KWR*EUS']
travesty 7 ['TRA/SR*ES/TEU', 'TRA/SRES/TEU', 'TRA*F/STEU', 'TRA*F/ES/TEU']
triad 7 ['TRAO*EUD', 'TRAOEU/KWRAD', 'TRAOEU/AD', 'TR*EU/KWRAD']
triumphant 7 ['TRAOEU/UFRP/TPAPBT', 'TRAOEU/UFPL/TPAPBT', 'TRAOEU/UPL/TPAPBT', 'TR*EU/UFRP/TPAPBT']
transcription 7 ['TRA*PBS/SKREUPGS', 'TRA*PBS/KREUPGS', 'TRAPB/SKREUPGS', 'TRAPBS/SKWREUPGS']
transpire 7 ['TRA*PBS/SPAOEUR', 'TRA*PBS/PAOEUR', 'TRAPB/SPAOEUR', 'TRAPBS/SPAOEUR']
transit 7 ['TRA*PBS/SEUT', 'TRAFPBT', 'TRAPB/S*EUT', 'TRAPB/SEUT']
trampoline 7 ['TRA*PL/SKWRO/HRAOEUPB', 'TRA*PL/HRAOEUPB', 'TRA*PL/HRAOEPB', 'TRAFRP/HRAOEPB']
tarantula 7 ['TRAFRPBLG/HRA', 'TRAPB/KHU/HRA', 'TRAPBT/HRA', 'TA/RAFRPBLG/HRA']
terrific 7 ['TREUF/EUBG', 'TREUFBG', 'TREUFG', 'TE/REUF/EUBG']
opportunist 7 ['TAOUPB/EUFT', 'TAOUPBT/EUFT', 'TUPBT/*EUS', 'OP/TAOUPB/*EUS']
attention 7 ['TAEPBGS', 'A/TEPBLGS', 'A/TEPBG', 'A/TEPBGS']
torso 7 ['TAUR/SO', 'TAUR/SOE', 'TOER/SOE', 'TOR/SO']
turnaround 7 ['TAURPB/ROUPBD', 'T*URPB/ROUPBD', 'T*URPB/A/ROUPBD', 'TURPB/A/RO*UPBD']
tardiness 7 ['TAR/TKEU/*PBS', 'TARD/TKEU/*PBS', 'TARD/*EUPBS', 'TARD/*EUPS']
totalitarian 7 ['TO/TAL/TAEURPB', 'TOE/TAL/TAEUR/KWRAPB', 'TOE/TAL/TAEURPB', 'TOE/TAL/TAR/KWRAPB']
etiology 7 ['TO*LG', 'AOE/TAOE/OLG', 'AOET/KWROL', 'AOET/KWROLG']
temporal 7 ['T*EPL/RAL', 'TEFRP/RAL', 'TEFRP/ORL', 'TEPL/PRAL']
tenacious 7 ['TE/TPHAEU/-RBS', 'TE/TPHAEURB/OUS', 'TE/TPHAEURB/-RBS', 'TE/TPHAEURBS']
continuity 7 ['T-PB/TEU', 'T-PBT/KWREU', 'KAUFPBT/TPHAOUT', 'KAUPBT/TPHAO*UT']
x-ray 7 ['KP/H-F/RAEU', 'KP/RAEU', 'KPRAEU', 'KP-RBGS/RAEU']
impairment 7 ['KPWAEURPLT', 'PAEURPLT', 'EUPL/PAEURPL', 'EUPL/PAEURPLT']
embolism 7 ['KPWOL/EUFPL', '*EPL/HREUFPL', 'EFPL/PWHREUFPL', 'EPL/PWHREUFPL']
combustion 7 ['KPW*UGS', 'KPWUFGS', 'KPWUPBGS', 'KPWUPGS']
complicate 7 ['KPHRAEUBGT', 'KPHREU/KAEUT', 'KPHREUBGT', 'KOFRP/KAEUT']
compilation 7 ['KPHRAEUGS', 'KPAOEUL/AEUGS', 'KPAOEULGS', 'KO*PL/HRAEUGS']
economical 7 ['KPHAL', 'KPHEUBG/KAL', 'KPHEUBG/AL', 'KPHEBG/K-L']
exhortation 7 ['KPHOR/TAEUGS', 'KPHORT/TAEUGS', 'KPOR/TAEUGS', 'KPORT/TAEUGS']
chiropractor 7 ['KPRABG/TOR', 'KRAOEUR/PRABGT/O*R', 'KAOEU/RO/PRABG/TOR', 'KAOEUR/PRABG/TOR']
computation 7 ['KPAOU/TAEUGS', 'KPAOUT/AEUGS', 'KO*PL/TAEUGS', 'KOFRP/TAEUGS']
campus 7 ['KPA*PLS', 'KA*EPLS', 'KA*PL/US', 'KA*PLGS']
basketball 7 ['KPAFBGT/PWAUL', 'PWAFBGT/PWAUL', 'PWAFBT/PWAUL', 'PWABGT/PWAL']
examiner 7 ['KPAPL/TPHER', 'KPER', 'KP-RPL', 'KP-PL/TPHER']
exacerbation 7 ['KPAS/PWAEUGS', 'KPAS/ER/PWAEUGS', 'KPAS/ERBGS', 'EBGS/AGS/PWAEUGS']
exist 7 ['KP*EUS', 'KPEUFT', 'ERBGS/EUFT', 'EBGS/TEUFT']
excess 7 ['KP*ES', 'KPESZ', 'EBG/SES', 'EBGS/SAOES']
competence 7 ['KPE/TEPBS', 'KPE/EPBS', 'KPEPBTS', 'KPEPBS']
compensatory 7 ['KPEPBS/TREU', 'KPEPBS/TOEUR', 'KPEPBS/TOER', 'KPEPBS/A*T/REU']
ideological 7 ['KWRAO*ELD/HR-LG', 'KWR-D/HR-LG', 'AOEUD/HR-LG', 'EUD/KWRO/HROPBLG/KAL']
unit 7 ['KWRAOU/TPHEUT', 'KWRAOUPB/TPHEUT', 'KWRAOUPBT', 'WAOUPBT']
utility 7 ['KWRAOU/TEUL/TEU', 'AOU/TEULT', 'AOU/TEULTD', 'AOU/TULT']
unitary 7 ['KWRAOUPB/TAEUR', 'KWRAOUPB/TAEUR/REU', 'KWRAOUPBT/TAEUR', 'AOUPB/TREU']
yellow 7 ['KWRO*EUL', 'KWROEUL', 'KWR*EL', 'KWREUL/HROE']
croissant 7 ['KWA/SAPBT', 'KWAU/SAPBT', 'KRO/SAPBT', 'KROEU/SAPBT']
query 7 ['KWAO*ER', 'KWAOER/KWREU', 'KWAOER/REU', 'KW*ER']
quinine 7 ['KWAOEU/TPHAOEUPB', 'KWAOEU/TPHAOEPB', 'KWAOEUPB/AOEUPB', 'KWEU/TPHAOEUPB']
kind 7 ['KWAOEUPBD', 'KAO*EUPBD', 'KAOEUPBLD', 'KAOEUPBD']
cuisine 7 ['KWAOEFPB', 'KWAOEZ/AOEPB', 'KW*EUZ/AOEPB', 'KWEU/SAO*EPB']
acquaintance 7 ['KWAEUPB/TAPBS', 'KWAEUPBS', 'A/KWAEUPBLT/APBS', 'A/KWAEUPBT/APBS']
occasion 7 ['KWAEUGS', 'KROEUGS', 'KOEUGS', 'O/KAEUGS']
qualification 7 ['KWAUL/TPEU/KAEUGS', 'KWAUL/EUF/KAEUGS', 'KWAL/TPA*EUBGS', 'KWAL/TPEU/KAEUGS']
coordinator 7 ['KWORD/TPHAEU/TOR', 'KWORD/TPHAEUT/TOR', 'KAORD/TPHAEU/TOR', 'KAORD/TPHAEURT']
coordinate 7 ['KWORD/TPHAEUT', 'KWORD/TPHAT', 'KAORD', 'KAORD/TPHAEUT']
coincide 7 ['KWEUPB/SAOEUD', 'KWEUPB/AOEUD/-S/SAOEUD', 'KO/EUPB/SAO*EUD', 'KO/EUPB/SAOEUD']
conversion 7 ['KWEFRGS', 'KWERPBGS', 'KWERGS', 'KAUPB/SRAERGS']
clitoris 7 ['KHRAOEU/TOE/REUS', 'KHRAOEU/TOER/REUS', 'KHRAOEU/TOR/REUS', 'KHREU/TOE/REUS']
calculator 7 ['KHRA*EURT', 'KHRAERT', 'KHROERT', 'KAL/KHRAEU/TOR']
classical 7 ['KHRA*L', 'KHRAFBG/K-L', 'KHRAL', 'KHRAS/SEUBG/KAL']
intraocular 7 ['KHRO*ERBG', 'KHRO*RBG', '*EURPBT/OBG/HRAR', 'EURPBT/OBG/HRAR']
colossal 7 ['KHROFL', 'KHROS/SAL', 'KHROS/A*L', 'KHROSZ/SAL']
calculus 7 ['KHR*US', 'KA*LG/HRUS', 'KAL/KHRUS', 'KAL/KAOU/HRUS']
achievement 7 ['KHAOEFPLT', 'KHEFPLT', 'A/KPHAOEF/*PLT', 'A/KHAOEF/*PLT']
